סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
11,יהודמונוסון,9400,23405,16789,59,16730,1060,1055,81,6,3,2,483,6,208,0,0,0,1,0,0,1964,470,5340,748,1,0,0,1,3605,1,0,0,1,2,0,1,1,5,46,7,0,0,606,1026,
5,יפעת,134,845,634,1,633,149,19,0,3,0,0,4,0,7,0,0,0,0,0,1,79,22,61,69,0,0,0,0,185,0,0,0,0,0,0,0,0,0,1,0,0,0,3,30,
3,יראון,623,367,213,2,211,76,7,0,0,0,0,0,0,5,0,0,0,0,0,0,22,4,5,25,0,1,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,
2,כוכב יעקב,3779,4609,3563,24,3539,8,141,686,1,1,1,1016,1,2,0,0,0,0,0,0,2,0,275,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,26,0,2,0,1355,16,
5,כעביהטבאשחגאגרה,978,3807,1540,8,1532,11,1,0,185,0,0,1,0,4,0,0,0,1,0,2,11,0,212,37,0,1,0,1021,18,1,0,1,0,0,1,1,0,0,0,0,0,0,5,18,
5,כפר יחזקאל,85,733,591,2,589,108,25,1,2,0,0,7,0,13,0,0,0,0,0,0,138,18,49,36,0,0,0,0,163,0,0,0,0,0,0,0,0,0,4,0,0,0,2,23,
18,כפר מימון,1095,446,358,0,358,5,115,1,0,0,0,135,0,0,0,0,0,0,0,0,7,1,75,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,
5,מגידו,586,650,483,0,483,112,10,0,1,0,0,2,0,5,0,0,0,0,0,0,71,5,36,76,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,
5,מרחביה קיבוץ,66,940,665,2,663,74,34,0,0,0,0,8,0,5,0,0,0,0,0,1,68,51,140,108,0,0,0,0,129,0,1,0,0,0,0,0,0,0,2,0,0,0,4,38,
13,נס ציונה,7200,34276,25419,83,25336,2353,1374,128,24,0,0,526,3,289,0,0,3,2,4,9,3223,836,5900,1477,1,4,0,2,6622,2,1,0,0,0,1,1,2,3,93,8,1,0,712,1732,
5,נצרת,7300,58635,22887,282,22605,144,4,5,14632,1,2,1,1,86,19,1,0,2,4,5,41,37,885,892,3,2,4,5408,270,0,3,8,3,2,0,2,4,12,17,4,1,0,27,73,
8,נשר,2500,19769,11886,63,11823,516,582,39,27,1,0,222,5,128,0,0,1,1,0,5,800,1581,3843,309,4,1,1,4,2280,2,1,2,0,2,2,0,1,1,61,4,0,0,552,845,
18,סוסיה,3756,704,508,0,508,1,169,4,0,0,0,282,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3,
9,עין איילה,687,767,555,3,552,84,21,0,0,0,0,5,0,13,0,0,0,0,0,0,87,12,55,84,0,0,0,0,157,0,0,0,0,0,0,0,0,0,3,0,0,0,2,29,
5,עין דור,436,922,578,0,578,102,12,1,0,0,0,4,0,7,0,0,0,0,0,0,68,30,21,159,0,0,0,0,147,0,0,0,0,0,0,0,0,0,9,1,0,0,0,17,
5,עין חרוד איחוד,89,513,381,0,381,107,12,2,0,0,0,2,0,1,0,0,0,0,0,0,54,12,16,41,0,0,0,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,
9,פרדס חנהכרכור,7800,31135,21536,74,21462,2940,1141,96,69,1,0,753,3,266,1,0,0,2,2,11,1813,873,5679,1735,1,3,2,4,3844,5,2,1,0,3,1,1,6,0,190,7,2,0,930,1075,
13,קבוצת יבנה,334,602,444,1,443,33,175,2,0,0,0,26,0,3,0,0,0,0,0,0,42,1,54,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,2,0,0,0,3,48,
2,קרית ארבע,3611,4757,3031,13,3018,12,195,23,1,0,0,1623,0,5,0,0,0,1,0,0,8,62,876,12,0,1,0,0,23,0,0,0,0,0,0,0,0,7,28,1,0,0,85,55,
3,קרית שמונה,2800,18324,10474,81,10393,257,573,40,12,1,1,560,3,50,0,0,1,0,2,6,399,917,5339,110,3,0,0,4,527,3,0,2,0,0,2,0,0,1,30,4,3,0,971,572,
18,רביבים,354,712,439,2,437,141,24,0,2,0,0,3,0,6,0,0,0,0,0,0,54,34,25,43,0,0,0,0,87,1,0,0,0,0,0,0,0,0,6,0,0,0,0,11,
8,רכסים,922,6603,5393,32,5361,13,32,2309,0,0,0,121,0,4,0,0,0,0,0,0,21,20,337,10,0,1,0,0,50,1,0,0,0,0,1,0,0,0,6,0,1,0,2416,18,
15,רמת גן,8600,135884,87996,323,87673,8960,5031,700,237,9,9,2588,18,1236,1,2,2,2,7,20,9831,3999,19093,6634,9,1,4,23,20479,10,4,2,0,6,2,2,11,5,407,40,8,0,2720,5561,
3,שדה אליעזר,861,643,439,1,438,38,28,2,1,1,0,17,0,10,0,0,0,0,0,1,58,10,112,10,0,0,0,0,86,0,0,0,0,0,0,0,0,0,11,0,0,0,1,52,
5,שמשית,1337,1913,1364,0,1364,222,53,3,2,0,0,12,0,6,0,0,0,0,0,0,236,31,108,171,0,0,0,0,438,0,0,0,0,0,0,0,0,0,2,0,0,0,5,75,
12,שעלבים,856,778,638,1,637,6,113,15,0,0,0,409,0,1,0,0,0,0,0,0,3,1,52,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,18,6,
14,תל אביב  יפו,5000,439193,263478,782,262696,38780,9575,2005,5118,22,14,4506,58,2373,3,6,6,9,16,67,28301,9611,44572,36739,21,11,4,1264,58019,35,22,7,9,24,11,11,18,18,909,46,21,0,9523,10942,
8,אבטין,652,1876,658,5,653,3,0,1,165,0,0,0,0,1,0,0,1,1,0,0,0,1,59,6,0,0,0,383,8,0,0,0,0,0,0,0,1,1,1,0,0,0,2,19,
10,אבן יהודה,182,10189,7587,21,7566,888,334,25,13,0,1,135,0,74,0,1,0,2,0,1,999,190,1430,622,0,1,0,0,2227,1,0,0,0,1,0,0,0,0,25,5,0,0,114,477,
17,אבן שמואל,400,978,819,1,818,3,154,12,0,0,0,332,1,2,0,0,0,0,0,0,2,0,225,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,59,18,
4,אילניה,49,460,312,1,311,38,24,1,0,0,0,8,1,9,0,1,0,0,0,1,17,13,97,11,0,0,0,0,55,1,0,0,0,0,0,0,0,0,1,0,0,0,2,31,
2,אלון שבות,3604,2231,1666,4,1662,18,663,11,0,1,0,559,0,5,0,0,0,0,1,0,34,2,218,7,0,0,0,1,21,0,0,0,0,0,0,1,0,0,13,1,0,0,16,90,
2,אלמוג,3556,189,125,0,125,34,12,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,13,3,0,1,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,
17,אמונים,772,713,514,2,512,23,30,0,1,0,1,24,0,7,0,0,0,0,0,0,76,11,167,13,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1,1,0,0,44,40,
3,אמירים,1064,612,391,2,389,79,28,1,5,0,1,15,0,6,0,0,0,0,0,0,31,8,32,74,0,0,0,0,70,0,1,0,0,0,0,0,0,0,18,0,1,0,4,15,
6,אעבלין,529,9349,4651,33,4618,57,2,0,2863,2,0,2,0,49,2,1,11,1,0,0,10,8,225,162,1,2,0,1131,57,1,1,1,0,1,1,0,0,1,2,0,3,0,5,16,
4,ארבל,701,477,333,0,333,32,28,3,0,0,0,11,0,2,0,0,0,0,0,0,60,11,101,12,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,7,19,
13,בית גמליאל,571,767,604,1,603,11,224,8,0,0,0,151,0,0,0,0,0,0,0,0,28,1,115,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,19,18,
10,בית הלוי,373,537,417,0,417,85,18,0,0,0,0,4,0,2,0,0,0,0,0,0,51,12,33,44,0,0,0,0,140,0,0,2,0,0,0,0,0,0,1,0,0,0,1,24,
2,בית הערבה,3645,204,166,1,165,19,52,0,0,0,0,4,0,0,0,0,0,0,0,0,15,8,35,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,
2,בית זית,710,1173,857,2,855,166,70,10,1,1,1,13,0,7,0,0,0,0,0,0,108,24,140,95,0,1,0,0,169,0,0,0,0,0,0,0,0,0,2,0,0,0,10,37,
3,בר יוחאי,1191,649,400,0,400,1,66,16,0,0,0,156,0,3,0,0,0,0,0,0,2,1,103,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,41,3,
6,גדיידהמכר,1292,14820,6162,41,6121,21,1,3,4076,0,1,1,2,4,5,0,0,0,0,3,9,3,159,189,0,0,0,1548,55,1,2,2,3,1,2,1,4,1,2,0,0,0,15,7,
2,גבעון החדשה,3644,1002,695,3,692,29,115,3,0,0,0,18,0,9,0,0,0,0,0,0,55,30,222,21,1,0,0,1,102,0,0,0,0,0,0,0,0,1,7,1,2,0,14,61,
4,גבעת אבני,1293,1699,1164,1,1163,39,90,3,0,0,0,43,0,15,0,3,0,0,0,0,128,37,413,37,1,0,0,0,199,1,0,0,0,0,0,0,0,0,4,1,0,0,56,93,
2,גבעת זאב,3730,11899,8738,35,8703,130,608,1673,1,0,0,1134,0,49,0,0,7,0,0,0,201,130,2302,52,1,0,0,0,365,1,0,0,0,0,0,0,0,1,44,1,0,0,1695,308,
15,גבעתיים,6300,48689,33737,88,33649,5102,1522,127,118,1,0,603,9,375,1,0,0,3,0,4,4426,1117,5091,3784,1,1,0,4,8999,7,3,1,0,2,2,0,2,2,116,10,3,0,400,1813,
3,גדות,35,372,244,1,243,85,1,0,0,0,0,1,0,1,0,0,0,0,0,0,36,6,6,35,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,
13,גדרה,2550,18140,12685,50,12635,874,940,61,11,0,3,703,0,139,0,0,2,1,1,4,1091,329,3983,483,0,1,1,5,2457,2,3,1,0,1,0,1,1,5,52,6,0,0,577,897,
6,גיתה,1206,206,140,1,139,28,8,0,1,0,0,2,0,1,0,0,0,0,0,0,6,19,27,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,
2,גלגל,3606,162,88,0,88,4,11,2,0,0,0,3,0,0,0,0,0,0,0,0,5,2,28,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,
15,גליל ים,346,353,276,0,276,84,4,0,3,0,0,0,0,3,0,0,0,0,0,0,59,6,8,23,0,0,0,1,71,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,
5,גן נר,1274,2152,1479,6,1473,114,116,0,2,0,0,37,0,15,0,0,1,0,0,0,136,52,516,49,0,0,0,0,310,0,0,1,0,0,0,0,0,0,4,0,0,0,27,93,
13,גן שלמה,144,413,332,1,331,80,4,0,0,0,0,1,0,4,0,0,0,0,0,1,69,10,6,53,0,0,0,0,88,0,0,0,0,0,0,0,0,0,5,0,0,0,1,9,
4,דגניה ב,79,572,407,0,407,111,12,1,0,0,0,3,0,3,0,0,0,0,0,0,62,10,28,45,0,0,0,0,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,
9,דור,738,287,223,0,223,37,5,0,0,0,0,0,0,3,0,0,0,0,0,0,33,8,47,17,0,0,0,0,57,0,0,0,0,0,0,0,0,0,2,0,0,0,1,13,
9,הבונים,675,305,211,0,211,60,4,0,0,0,0,2,0,3,0,0,0,0,0,0,31,4,8,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,2,15,
9,החותרים,434,598,462,1,461,127,10,0,1,0,0,1,0,2,0,0,0,0,0,0,73,13,20,79,0,0,0,0,122,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,
2,ורד יריחו,3639,255,192,2,190,12,22,0,1,0,0,11,0,6,0,0,0,0,0,0,8,7,80,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,5,20,
17,זוהר,44,269,193,3,190,4,13,6,0,0,0,10,0,3,0,0,0,0,0,0,14,1,107,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,
9,זכרון יעקב,9300,17294,12427,31,12396,1292,825,606,20,1,0,310,0,87,0,0,0,0,0,3,1305,346,1882,1059,2,2,0,1,3071,3,0,0,0,0,1,0,1,0,57,2,1,0,724,795,
18,זמרת,1065,385,332,0,332,1,24,5,0,0,0,75,0,0,0,0,0,0,0,0,9,0,172,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,38,5,
2,זנוח,816,409,277,0,277,6,19,3,0,0,0,19,0,1,0,0,0,0,0,0,3,2,155,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,
12,חדיד,618,630,494,2,492,20,40,11,0,0,0,56,0,5,0,0,0,0,0,0,17,6,229,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,40,22,
6,חוסן,662,764,515,2,513,15,33,4,0,0,0,23,1,2,0,0,0,0,0,0,21,13,261,11,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,34,45,
6,חורפיש,496,4690,2130,13,2117,85,129,0,127,0,1,0,0,3,0,0,1,0,0,4,577,457,136,146,1,0,0,1,146,0,1,0,0,0,0,1,1,0,0,0,0,0,166,134,
3,חזון,1047,258,203,0,203,0,11,7,0,0,0,12,0,0,0,0,0,0,0,0,5,0,127,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,
12,חשמונאים,3770,2275,1670,9,1661,14,624,24,1,0,0,497,0,5,0,0,0,0,0,0,18,6,281,4,1,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,1,0,97,59,
6,טמרה,8900,23560,12339,74,12265,20,2,1,5853,1,0,3,1,32,7,1,1,0,1,0,48,4,77,157,0,0,0,5952,66,0,1,0,1,2,1,0,2,1,2,0,1,0,21,6,
17,יד מרדכי,358,675,464,0,464,59,12,0,1,0,0,2,0,1,0,0,0,0,0,0,73,8,21,147,0,0,0,0,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,
18,יושיביה,803,354,270,1,269,3,13,3,0,0,1,49,0,0,0,0,0,0,0,0,2,2,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,
2,ייטב,3607,236,162,1,161,2,17,1,0,0,0,79,0,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,
13,יסודות,440,339,312,0,312,0,4,273,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,
12,יציץ,759,578,428,0,428,21,26,0,0,0,1,17,0,0,0,0,0,0,0,0,17,6,256,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,25,22,
19,ירחיב,718,832,577,3,574,39,56,2,0,0,2,21,0,9,0,0,0,0,0,0,24,4,273,10,0,0,0,0,59,0,0,0,0,0,0,0,0,0,4,0,0,0,24,47,
3,כחל,1210,356,262,0,262,40,25,1,1,0,0,3,0,2,0,0,0,0,1,0,51,11,20,20,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,3,22,
13,כפר אביב,857,547,417,2,415,78,25,2,1,0,1,5,0,4,0,0,0,0,0,0,59,11,65,37,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1,1,0,0,7,24,
17,כפר אחים,690,541,426,2,424,16,35,0,0,0,0,15,0,0,0,0,0,0,0,0,132,9,113,11,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,
12,כפר האורנים,3796,1684,1255,2,1253,168,82,5,0,0,0,15,0,10,0,0,0,0,0,0,227,38,152,82,1,0,0,0,386,0,0,0,0,0,0,0,0,0,5,0,0,0,4,78,
17,כפר ורבורג,320,850,660,0,660,89,36,0,1,0,1,9,0,4,0,0,0,0,0,0,149,18,88,50,0,0,0,0,186,0,0,0,0,0,0,0,0,0,1,0,0,0,6,22,
5,כפר מצר,512,1865,871,9,862,100,0,0,267,0,0,0,0,2,1,0,0,1,0,0,2,0,56,67,0,0,0,293,46,0,0,0,1,0,0,0,2,0,0,0,0,0,5,19,
13,כפר מרדכי,764,471,361,0,361,72,6,0,0,1,0,2,0,0,0,0,0,0,0,0,63,12,32,46,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,
9,כפר קרע,654,13230,6026,53,5973,15,2,1,3229,0,0,0,0,5,3,1,0,0,0,0,3,3,80,283,0,0,1,2143,43,0,0,0,0,9,0,0,1,2,4,0,2,0,131,12,
12,מבוא חורון,3709,1202,1031,0,1031,1,123,62,0,0,0,711,0,4,0,0,0,0,0,0,2,0,60,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,54,5,
3,מגדל שמס,4201,962,169,1,168,10,1,0,3,1,0,0,0,0,2,0,0,0,0,0,24,15,65,6,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,
9,מגדים,689,811,610,2,608,51,38,2,0,0,1,10,1,6,0,0,0,0,0,1,83,17,165,24,0,0,0,0,131,0,0,0,0,0,0,0,0,0,7,0,0,0,27,44,
5,מולדת,269,844,607,0,607,124,17,2,0,0,0,1,0,12,0,0,0,0,0,0,107,18,43,49,0,0,0,0,196,1,0,0,0,0,0,0,0,0,3,0,0,0,2,32,
5,מזרע,104,705,507,0,507,102,9,1,0,0,0,0,0,4,0,0,0,0,0,0,89,2,11,167,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
5,מירב,1282,430,327,0,327,5,151,0,0,0,0,86,1,0,0,0,0,0,0,0,12,0,45,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2,9,
3,מלכיה,596,423,249,1,248,88,7,0,0,0,0,1,0,5,0,0,0,0,0,0,32,4,13,37,0,0,0,0,49,0,0,0,0,0,0,0,0,0,2,0,0,0,3,7,
5,מנשית זבדה,994,886,396,5,391,1,0,0,73,0,0,0,0,1,1,0,0,0,0,0,0,0,23,31,0,0,0,246,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,
4,מסדה,263,273,172,0,172,34,10,0,1,0,0,0,0,3,0,0,0,0,0,0,35,11,8,19,0,0,0,1,36,1,0,1,0,0,0,0,0,0,1,0,0,0,0,11,
2,מעלה עמוס,3653,381,286,0,286,0,20,152,0,0,0,72,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,26,1,
6,מעלותתרשיחא,1063,18650,10864,86,10778,203,462,66,1668,2,0,642,0,55,1,0,5,3,0,1,196,1736,3041,242,0,0,2,302,852,2,4,2,0,0,0,1,4,0,72,4,2,0,661,547,
4,מצפה נטופה,1190,665,494,4,490,18,225,2,1,0,0,86,0,3,0,0,0,0,0,0,19,2,52,5,0,0,0,0,12,0,1,0,0,0,0,0,0,0,8,0,0,0,5,51,
13,משגב דב,765,505,395,0,395,38,19,0,0,0,1,8,0,9,0,0,0,0,0,0,69,10,62,46,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
3,משמר הירדן,732,568,397,2,395,29,27,0,0,0,0,23,0,6,0,0,0,0,0,0,19,16,189,11,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,10,17,
6,מתת,1184,174,114,0,114,32,2,0,4,0,0,3,0,0,0,0,0,0,0,0,11,5,7,29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,
17,נגבה,315,709,479,1,478,75,11,1,1,0,0,2,0,7,0,0,0,0,0,0,71,19,37,112,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,
5,נהלל,80,764,583,0,583,112,13,0,1,0,0,4,0,3,0,0,0,0,0,0,84,18,44,60,0,0,0,0,222,0,0,0,0,1,0,0,0,1,1,0,0,0,0,19,
18,נווה זוהר,1057,55,25,0,25,1,3,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,נווה ירק,858,836,663,0,663,81,34,0,0,0,1,6,0,10,0,0,0,0,0,1,136,26,63,45,0,0,0,0,226,0,0,0,0,0,0,0,0,0,4,0,0,0,2,28,
2,נווה מיכאל,1071,473,337,0,337,4,33,10,1,0,1,42,0,0,0,0,0,0,0,0,9,3,163,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,
2,נוקדים,3726,1289,944,5,939,10,287,16,1,0,0,233,0,2,0,0,0,0,0,0,13,66,222,4,0,0,0,0,21,1,0,0,0,0,0,0,0,2,11,0,0,0,8,42,
2,נחשון,777,474,353,1,352,55,6,0,2,0,0,1,0,4,0,0,0,0,0,0,19,2,17,159,0,0,0,0,79,1,0,0,0,0,0,0,1,0,2,0,0,0,2,2,
4,נטור,4014,270,206,0,206,18,74,1,0,0,0,16,0,2,0,0,0,0,0,0,12,7,26,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17,
13,ניר גלים,720,654,548,1,547,18,206,6,0,0,0,125,0,0,0,0,0,0,0,0,7,0,135,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,24,15,
2,נס הרים,825,810,586,0,586,39,57,4,2,0,5,33,0,4,0,0,0,1,0,0,97,9,188,30,0,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,19,54,
12,נעלה,3787,1375,1008,4,1004,32,139,3,0,0,0,56,0,11,0,0,0,0,0,0,48,57,376,15,0,0,0,0,148,1,0,0,0,0,0,0,0,1,14,1,0,0,11,91,
2,נעמה,3713,148,92,0,92,6,14,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,28,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,
12,נען,158,1335,999,1,998,406,20,0,2,0,1,4,1,8,0,0,0,0,0,0,117,27,44,131,0,0,0,0,210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,
2,נתיב הגדוד,3555,236,156,0,156,32,18,0,0,0,0,4,0,0,1,0,0,0,0,0,29,6,26,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
10,נתניה,7400,187010,105653,688,104965,3308,6898,2962,48,10,13,4987,19,921,2,13,10,14,16,35,6473,8628,36826,1700,20,16,9,31,14617,23,13,6,6,8,19,4,14,16,549,25,19,0,11184,5503,
3,סאסא,578,417,304,0,304,71,3,1,1,0,0,1,0,1,0,0,0,0,0,1,30,12,8,119,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
3,עגר,4501,1759,851,7,844,11,1,0,22,0,0,3,0,0,0,0,0,0,0,0,2,12,258,13,0,0,0,24,100,0,1,2,0,0,0,0,1,0,3,0,0,0,256,135,
19,עדנים,2035,293,230,2,228,27,13,0,0,0,0,5,0,4,0,0,0,0,0,0,35,1,33,28,1,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,
4,עיילבון,530,4224,2497,20,2477,31,1,1,1312,0,0,0,0,5,2,1,0,0,0,0,23,9,199,344,0,0,0,286,93,1,0,1,0,0,0,0,1,0,0,0,1,0,82,84,
2,עין ראפה,514,685,257,8,249,9,1,0,123,0,0,0,0,2,0,0,0,0,0,0,2,0,10,21,0,0,0,59,4,0,0,2,0,0,0,0,0,0,0,0,0,0,15,1,
6,עכו,7600,42169,22220,227,21993,319,791,75,3142,3,1,839,5,105,5,0,0,2,2,4,477,2048,8415,271,4,3,0,1483,1160,4,5,2,4,3,4,3,6,3,84,4,4,0,1743,970,
13,עשרת,591,895,672,4,668,86,32,1,1,0,0,8,0,4,0,0,0,0,0,0,111,15,70,81,0,0,0,0,235,0,0,0,0,0,0,0,0,0,1,0,0,0,3,20,
5,ציפורי,613,682,492,1,491,81,28,2,1,0,0,4,0,1,0,0,1,0,0,0,77,14,57,52,0,0,0,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,1,38,
5,צנדלה,636,1266,337,4,333,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,0,138,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,קדימהצורן,195,15750,11709,37,11672,1153,629,33,6,1,4,273,1,105,0,0,0,0,0,1,1278,435,2288,709,0,1,0,2,3427,4,0,0,0,1,0,1,0,1,43,4,1,0,554,717,
2,קליה,3601,325,220,1,219,26,31,0,1,0,0,2,0,1,0,0,0,0,0,0,29,10,35,6,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,
5,רומת הייב,997,1417,510,10,500,11,0,0,49,0,0,0,0,1,1,0,0,0,0,0,22,1,53,7,0,0,0,232,9,0,0,0,0,0,1,0,0,0,0,0,0,0,92,21,
3,ריחאניה,540,945,430,10,420,63,1,0,26,0,0,0,0,7,0,0,0,0,0,1,77,41,48,26,0,0,0,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,
5,רמת דוד,135,375,292,0,292,81,5,0,1,0,0,4,0,3,0,0,0,0,0,0,44,6,22,38,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,
5,רמת השופט,335,743,525,2,523,114,14,0,1,0,0,2,0,1,0,0,0,0,0,0,65,17,26,126,0,0,0,0,131,0,0,0,0,0,0,0,0,0,8,0,0,0,1,17,
18,שני,1287,366,240,3,237,15,22,0,0,0,0,10,0,5,0,0,0,0,0,0,16,27,60,8,0,0,0,0,41,1,0,1,0,0,0,0,0,0,2,0,0,0,1,28,
18,תראבין אצאנעישוב,1346,617,246,1,245,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,159,4,0,0,0,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,
2,אבן ספיר,783,503,352,0,352,13,17,0,0,0,6,12,0,3,0,0,0,0,0,0,22,6,167,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,17,32,
10,אודים,446,833,647,1,646,113,15,1,1,0,0,4,0,3,0,0,0,0,0,0,111,30,84,88,1,0,0,0,161,0,0,0,0,0,0,0,0,0,4,0,0,0,5,25,
6,אחיהוד,785,685,512,0,512,5,34,6,0,0,0,70,0,4,0,0,0,0,0,0,5,6,283,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,62,18,
13,אירוס,1336,434,358,0,358,28,25,2,1,0,0,4,0,7,0,0,0,0,0,0,44,18,93,20,0,0,0,0,91,0,0,0,0,0,0,0,0,0,1,1,0,0,1,22,
6,אלקוש,603,245,141,0,141,3,2,0,1,0,0,9,0,0,0,0,0,0,0,0,6,3,78,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,28,5,
17,באר גנים,1376,1010,803,1,802,8,158,6,0,1,0,201,0,5,0,0,0,0,0,0,17,3,279,1,0,0,0,0,28,1,0,0,0,0,0,0,0,0,2,0,0,0,72,20,
6,בוסתן הגליל,559,733,552,0,552,61,41,0,0,0,1,9,1,4,0,0,0,0,0,0,70,13,134,33,0,0,0,0,106,0,0,0,0,0,0,0,0,0,4,1,1,0,23,50,
6,ביר אלמכסור,998,6690,2622,21,2601,27,0,0,112,0,0,0,0,1,1,1,0,0,1,0,7,28,182,21,0,0,0,2042,123,0,1,0,0,1,0,2,0,2,0,0,1,0,17,31,
